work_id,title,authors,year,publication_type,venue,volume,issue,doi,pmid,arxiv_id,ieee_doc_id,source_dbs,abstract,mri_subtype,application_task,physics_model,architecture_class,data_type,rationale
W00045,Self-supervised neural network improves tri-exponential intravoxel incoherent motion model fitting compared to least-squares fitting in non-alcoholic fatty liver disease,"Troelstra MA, Van Dijk AM, Witjes JJ, Mak AL, Zwirs D, Runge JH, Verheij J, Beuers UH, Nieuwdorp M, Holleboom AG, Nederveen AJ, Gurney-Champion OJ.",2022,journal,Front Physiol,,,10.3389/fphys.2022.942495,36148303.0,,,PubMed,"Recent literature suggests that tri-exponential models may provide additional  information and fit liver intravoxel incoherent motion (IVIM) data more  accurately than conventional bi-exponential models. However, voxel-wise fitting  of IVIM results in noisy and unreliable parameter maps. For bi-exponential IVIM,  neural networks (NN) were able to produce superior parameter maps than  conventional least-squares (LSQ) generated images. Hence, to improve parameter  map quality of tri-exponential IVIM, we developed an unsupervised  physics-informed deep neural network (IVIM3-NET). We assessed its performance in  simulations and in patients with non-alcoholic fatty liver disease (NAFLD) and  compared outcomes with bi-exponential LSQ and NN fits and tri-exponential LSQ  fits. Scanning was performed using a 3.0T free-breathing multi-slice  diffusion-weighted single-shot echo-planar imaging sequence with 18 b-values.  Images were analysed for visual quality, comparing the bi- and tri-exponential  IVIM models for LSQ fits and NN fits using parameter-map signal-to-noise ratios  (SNR) and adjusted R 2. IVIM parameters were compared to histological fibrosis,  disease activity and steatosis grades. Parameter map quality improved with bi-  and tri-exponential NN approaches, with a significant increase in average  parameter-map SNR from 3.38 to 5.59 and 2.45 to 4.01 for bi- and tri-exponential  LSQ and NN models respectively. In 33 out of 36 patients, the tri-exponential  model exhibited higher adjusted R 2 values than the bi-exponential model.  Correlating IVIM data to liver histology showed that the bi- and tri-exponential  NN outperformed both LSQ models for the majority of IVIM parameters (10 out of  15 significant correlations). Overall, our results support the use of a  tri-exponential IVIM model in NAFLD. We show that the IVIM3-NET can be used to  improve image quality compared to a tri-exponential LSQ fit and provides  promising correlations with histopathology similar to the bi-exponential neural  network fit, while generating potentially complementary additional parameters.",diffusion,parameter_mapping,diffusion,physics_CNN_UNet,in_vivo_patients,Unsupervised physics-informed network fits tri-exponential IVIM model parameters in NAFLD patients using diffusion MRI.
W00046,Improved pharmacokinetic parameter estimation from DCE-MRI via spatial-temporal information-driven unsupervised learning,"He X, Wang L, Yang Q, Wang J, Xing Z, Cao D, Cai C, Cai S.",2025,journal,Phys Med Biol,,,10.1088/1361-6560/ae0aaf,40987314.0,,,PubMed,"Objective.Pharmacokinetic (PK) parameters derived from dynamic contrast-enhanced  magnetic resonance imaging (DCE-MRI) provide quantitative characterization of  tissue perfusion and permeability. However, existing deep learning methods for  PK parameter estimation rely on either temporal or spatial features alone,  overlooking the integrated spatial-temporal characteristics of DCE-MRI data.  This study aims to remove this barrier by fully leveraging the spatial and  temporal information to improve parameter estimation.Approach.A spatial-temporal  information-driven unsupervised deep learning method (STUDE) was proposed. STUDE  combines convolutional neural networks (CNNs) and a customized Vision  Transformer to separately capture spatial and temporal features, enabling  comprehensive modeling of contrast agent dynamics and tissue heterogeneity.  Besides, a spatial-temporal attention feature fusion module was proposed to  enable adaptive focus on both dimensions for more effective feature fusion.  Moreover, the extended Tofts model imposed physical constraints on PK parameter  estimation, enabling unsupervised training of STUDE. The accuracy and diagnostic  value of STUDE was compared with the orthodox non-linear least squares (NLLS)  and representative deep learning-based methods (i.e. gated recurrent unit,  convolutional neural network, U-Net, and VTDCE-Net) on a numerical brain phantom  and 87 glioma patients, respectively.Main results.On the numerical brain  phantom, STUDE produced PK parameter maps with the lowest systematic and random  errors even under low signal-to-noise ratio (SNR) conditions (SNR = 10 dB). On  glioma data, STUDE generated parameter maps with reduced noise compared to NLLS  and demonstrated superior structural clarity compared to other methods.  Furthermore, STUDE outshined all other methods in the identification of glioma  isocitrate dehydrogenase mutation status, achieving the area under the curve  (AUC) values at 0.840 and 0.908 for the receiver operating characteristic curves  ofKtransand Ve, respectively. A combination of all PK parameters improved AUC to  0.926.Significance.STUDE advances spatial-temporal information-driven and  physics-informed learning for precise PK parameter estimation, demonstrating its  potential clinical significance.",perfusion,perfusion_quantification,tracer_kinetics,physics_CNN_UNet,mix,Spatial-temporal unsupervised deep learning (STUDE) for DCE-MRI PK parameter estimation.
W00047,Rapid spatio-temporal MR fingerprinting using physics-informed implicit neural representation,"Gong C, Zou L, Li P, Wu X, Qiao Y, Hu Z, Wang X, Zhou Y, Wang K, Hu Y, Wang H.",2026,journal,Med Image Anal,,,10.1016/j.media.2026.103935,41544325.0,,,PubMed,"The potential of Magnetic Resonance Fingerprinting (MRF), which allows for rapid  and simultaneous multi-parametric quantitative MRI, is often limited by severe  aliasing artifacts caused by aggressive undersampling. Conventional MRF  approaches typically treat these artifacts as detrimental noise and focus on  their removal, often at the cost of either reduced reconstruction speed or  increased reliance on large training datasets. Building on the insight that  structured aliasing can be leveraged as an informative spatial encoding  mechanism, we propose to extend MRF's encoding capacity to the global  spatio-temporal domain by introducing a novel Physics-informed implicit neural  MRF (πMRF) framework. πMRF integrates physics-informed spatio-temporal  fingerprint modeling with implicit neural representations (INRs), enabling  unsupervised, gradient-driven joint estimation of quantitative tissue parameters  and coil sensitivity maps (CSMs) with enhanced accuracy and robustness.  Specifically, πMRF leverages a scalable component based on physics-informed  neural networks (PINNs) to facilitate accurate high-dimensional signal modeling  and memory-efficient optimization. In addition, a subspace-guided sensitivity  regularization is developed to improve the robustness of CSM estimation in  highly undersampled scenarios. Experimental results on simulated, phantom, and  in vivo datasets demonstrate that πMRF achieves improved quantitative accuracy  and robustness even under highly accelerated acquisitions, outperforming  state-of-the-art MRF methods.",qMRI_relaxometry,parameter_mapping,Bloch,other_DL,mix,Physics-informed implicit neural representation for spatio-temporal MR fingerprinting.
W00049,One for multiple: Physics-informed synthetic data boosts generalizable deep learning for fast MRI reconstruction,"Wang Z, Yu X, Wang C, Chen W, Wang J, Chu YH, Sun H, Li R, Li P, Yang F, Han H, Kang T, Lin J, Yang C, Chang S, Shi Z, Hua S, Li Y, Hu J, Zhu L, Zhou J, Lin M, Guo J, Cai C, Chen Z, Guo D, Yang G, Qu X.",2025,journal,Med Image Anal,,,10.1016/j.media.2025.103616,40279827.0,,,PubMed,"Magnetic resonance imaging (MRI) is a widely used radiological modality renowned  for its radiation-free, comprehensive insights into the human body, facilitating  medical diagnoses. However, the drawback of prolonged scan times hinders its  accessibility. The k-space undersampling offers a solution, yet the resultant  artifacts necessitate meticulous removal during image reconstruction. Although  deep learning (DL) has proven effective for fast MRI image reconstruction, its  broader applicability across various imaging scenarios has been constrained.  Challenges include the high cost and privacy restrictions associated with  acquiring large-scale, diverse training data, coupled with the inherent  difficulty of addressing mismatches between training and target data in existing  DL methodologies. Here, we present a novel Physics-Informed Synthetic data  learning Framework for fast MRI, called PISF. PISF marks a breakthrough by  enabling generalizable DL for multi-scenario MRI reconstruction through a single  trained model. Our approach separates the reconstruction of a 2D image into many  1D basic problems, commencing with 1D data synthesis to facilitate  generalization. We demonstrate that training DL models on synthetic data,  coupled with enhanced learning techniques, yields in vivo MRI reconstructions  comparable to or surpassing those of models trained on matched realistic  datasets, reducing the reliance on real-world MRI data by up to 96 %. With a  single trained model, our PISF supports the high-quality reconstruction under 4  sampling patterns, 5 anatomies, 6 contrasts, 5 vendors, and 7 centers,  exhibiting remarkable generalizability. Its adaptability to 2 neuro and 2  cardiovascular patient populations has been validated through evaluations by 10  experienced medical professionals. In summary, PISF presents a feasible and  cost-effective way to significantly boost the widespread adoption of DL in  various fast MRI applications.",reconstruction,reconstruction,Bloch,physics_CNN_UNet,mix,Physics-informed synthetic data framework (PISF) for generalizable fast MRI reconstruction.
W00052,ElasticMorph: Plug-and-play second-order elastic regularization for medical image registration,"Lin Z, Jiang S, Zhou Z, Yang Z, Li Y.",2026,journal,Comput Methods Programs Biomed,,,10.1016/j.cmpb.2025.109182,41330093.0,,,PubMed,"BACKGROUND AND OBJECTIVE: Deformable image registration is crucial for many  clinical applications, but current learning-based methods often rely on simple  smoothness losses. This can produce physically implausible deformations, such as  tissue folding, and creates a trade-off between registration accuracy and  anatomical correctness. The objective of this study is to develop and validate a  novel, physics-informed regularizer that simultaneously improves both the  accuracy and physical plausibility of learning-based registration with  negligible computational overhead. METHODS: We propose ElasticMorph, a plug-and-play loss function derived from the  Navier-Cauchy equation. This regularizer penalizes both curvature and divergence  in the deformation field. We derive an approximation based, measure theoretic  bound under small strain assumptions, which links the elastic residual to an  upper bound on the number of negative Jacobian voxels. This gives a principled  and differentiable surrogate for folding control. The method was evaluated on  two public brain MRI benchmarks (IXI and LPBA-40) by integrating it into four  state-of-the-art CNN and transformer backbones. Performance was quantified using  the Dice Similarity Coefficient (DSC) and the percentage of negative Jacobians  (%negJ), with statistical significance assessed via paired t-tests. RESULTS: Across all tested backbones and datasets, ElasticMorph consistently  improved registration accuracy, increasing the mean DSC by 0.56-4.92 %.  Concurrently, it suppressed folding artifacts, reducing the %negJ by 24%-42%.  This was achieved with a minimal increase in training time ≤8% and memory ≤15%,  and no cost at inference. Ablation studies confirmed that the combined  curvature-divergence loss outperformed either component alone. A hyperparameter  sweep revealed a broad optimal range, with folding artifacts monotonically  decreasing as regularization strength increased, consistent with our theoretical  proof. CONCLUSIONS: Enforcing second-order linear elasticity offers a robust and  computationally efficient strategy to overcome the limitations of conventional  regularizers. ElasticMorph provides a practical, principled, and plug-and-play  solution for developing more accurate and physically plausible registration  models, holding significant potential for improving the reliability of  downstream biomedical image analysis tasks. The code will be made publicly  available.",other_MRI,motion_registration,elasticity,unrolled,in_vivo_volunteers,ElasticMorph adds second-order Navier-Cauchy elastic regularization to CNN/transformer backbones for brain MRI registration.
W00053,Motion-robust T2∗ quantification from low-resolution gradient echo brain MRI with physics-informed deep learning,"Eichhorn H, Spieker V, Hammernik K, Saks E, Felsner L, Weiss K, Preibisch C, Schnabel JA.",2026,journal,Magn Reson Med,,,10.1002/mrm.70050,40843481.0,,,PubMed,"PURPOSE: T2∗ quantification from gradient echo magnetic resonance imaging is  particularly affected by subject motion due to its high sensitivity to magnetic  field inhomogeneities, which are influenced by motion and might cause signal  loss. Thus, motion correction is crucial to obtain high-quality T2∗ maps. METHODS: We extend PHIMO, our previously introduced learning-based  physics-informed motion correction method for low-resolution T2∗ mapping. Our  extended version, PHIMO+, utilizes acquisition knowledge to enhance the  reconstruction performance for challenging motion patterns and increase PHIMO's  robustness to varying strengths of magnetic field inhomogeneities across the  brain. We perform comprehensive evaluations regarding motion detection accuracy  and image quality for data with simulated and real motion. RESULTS: PHIMO+ outperforms the learning-based baseline methods both  qualitatively and quantitatively with respect to line detection and image  quality. Moreover, PHIMO+ performs on par with a conventional state-of-the-art  motion correction method for T2∗ quantification from gradient echo MRI, which  relies on redundant data acquisition. CONCLUSION: PHIMO+'s competitive motion correction performance, combined with a  reduction in acquisition time by over 40% compared to the state-of-the-art  method, makes it a promising solution for motion-robust T2∗ quantification in  research settings and clinical routine.",qMRI_relaxometry,parameter_mapping,Bloch,unrolled,in_vivo_volunteers,PHIMO+ uses physics-informed unrolled optimization with acquisition model for motion-robust T2* quantification from gradient echo MRI.
W00054,A network-assisted joint image and motion estimation approach for robust 3D MRI motion correction across severity levels,"Nghiem B, Wu Z, Kashyap S, Kasper L, Uludağ K.",2026,journal,Magn Reson Med,,,10.1002/mrm.70052,40883879.0,,,PubMed,"PURPOSE: The purpose of this work was to develop and evaluate a novel method  that leverages neural networks and physical modeling for 3D motion correction at  different levels of corruption. METHODS: The novel method (""UNet+JE"") combines an existing neural network  (""UNetmag"") with a physics-informed algorithm for jointly estimating motion  parameters and the motion-compensated image (""JE""). UNetmag and UNet+JE were  trained on two training datasets separately with different distributions of  motion corruption severity and compared to JE as a benchmark. All five resulting  methods were tested on T1w 3D MPRAGE scans of healthy participants with  simulated (n = 40) and in vivo (n = 10) motion corruption ranging from mild to  severe motion. RESULTS: UNet+JE provided better motion correction than UNetmag ( p < 10-2 for  all metrics for both simulated and in vivo data), under both training datasets.  UNetmag exhibited residual image artifacts and blurring, as well as greater  susceptibility to data distribution shifts than UNet+JE. UNet+JE and JE did not  significantly differ in image correction quality ( p > 0.05 for all metrics),  even under strong distribution shifts for UNet+JE. However, UNet+JE reduced  runtimes by a median reduction factor of between 2.00 to 3.80 as well as 4.05  for the simulation and in vivo studies, respectively. CONCLUSIONS: UNet+JE benefitted from the robustness of joint estimation and the  fast image improvement provided by the neural network, enabling the method to  provide high quality 3D image correction under a wide range of motion corruption  within shorter runtimes.",reconstruction,reconstruction,Bloch,physics_CNN_UNet,mix,Joint image and motion estimation network for 3D MRI motion correction.
W00085,"Input parameterized physics informed neural networks for de noising, super-resolution, and imaging artifact mitigation in time resolved three dimensional phase-contrast magnetic resonance imaging",,2025,journal,Engineering Applications of Artificial Intelligence,150.0,,10.1016/j.engappai.2025.110600,,,,Scopus,"Motivation: Hemodynamic analysis is crucial for diagnosing and predicting cardiovascular diseases. However, methods relying on fluid flow simulations or blood flow imaging are complex, time-consuming, and require specialized expertise, limiting their clinical use. Goal: This research aims to automate the enhancement of blood flow images, providing clinicians with a fast, accurate tool for hemodynamic analysis without requiring advanced expertise. Objectives: A software tool based on physics-constrained neural networks was developed to enable clinicians to easily select and process regions of interest (ROIs) in time-resolved three-dimensional phase contrast magnetic resonance imaging (4D-Flow MRI) blood flow images for quick, accurate analysis. Methods: The Input Parameterized Physics-Informed Neural Network (IP-PINN) was introduced to improve the spatio-temporal resolution of 4D-Flow MRI. IP-PINN mitigates noise, velocity aliasing, and phase errors. A convolutional neural network processes ROI data into latent vectors, which are then used to predict velocity, pressure, and spin density via a multi-layer perceptron. The method is trained with synthetic blood flow data using an innovative loss function that addresses noise and artifacts. Results: IP-PINN successfully enhanced image resolution, reducing noise and artifacts when tested on synthetic 4D-Flow MRI data derived from blood flow simulations of intracranial aneurysms. For data with 20 decibels (dB) signal-to-noise ratio, results closely matched the ground truth with less than 5.5% relative error. Processing took under two minutes. The method also has the potential to reduce data acquisition time by 25%. Conclusions: IP-PINN could significantly enhance the clinical use of 4D-Flow MRI for personalized hemodynamic analysis in cardiovascular diseases.",4D_flow,flow_estimation,Navier_Stokes,PINN_MLP,simulation,Input Parameterized PINN enhances resolution of 4D-Flow MRI using synthetic blood flow data.
W00086,Integrating finite element analysis and physics-informed neural networks for biomechanical modeling of the human lumbar spine,,2025,journal,North American Spine Society Journal,22.0,,10.1016/j.xnsj.2025.100598,,,,Scopus,"Background Comprehending the biomechanical characteristics of the human lumbar spine is crucial for managing and preventing spinal disorders. Precise material properties derived from patient-specific CT scans are essential for simulations to accurately mimic real-life scenarios, which is invaluable in creating effective surgical plans. The integration of Finite Element Analysis (FEA) with Physics-Informed Neural Networks (PINNs) offers significant clinical benefits by automating lumbar spine segmentation and meshing. Methods We developed a FEA model of the lumbar spine incorporating detailed anatomical and material properties derived from high-quality CT and MRI scans. The model includes vertebrae and intervertebral discs, segmented and meshed using advanced imaging and computational techniques. PINNs were implemented to integrate physical laws directly into the neural network training process, ensuring that the predictions of material properties adhered to the governing equations of mechanics. Results The model achieved an accuracy of 94.30% in predicting material properties such as Young's modulus (14.88 GPa for cortical bone and 1.23 MPa for intervertebral discs), Poisson's ratio (0.25 and 0.47, respectively), bulk modulus (9.87 GPa and 6.56 MPa, respectively), and shear modulus (5.96 GPa and 0.42 MPa, respectively). We developed a lumbar spine FEA model using anatomical and material properties from CT and MRI scans. Vertebrae and discs were segmented and meshed with advanced imaging techniques, while PINNs ensured material predictions followed mechanical laws. Conclusions The integration of FEA and PINNs allows for accurate, automated prediction of material properties and mechanical behaviors of the lumbar spine, significantly reducing manual input and enhancing reliability. This approach ensures dependable biomechanical simulations and supports the development of personalized treatment plans and surgical strategies, ultimately improving clinical outcomes for spinal disorders. This method improves surgical planning and outcomes, contributing to better patient care and recovery in spinal disorders.",other_MRI,elastography,elasticity,PINN_MLP,mix,PINNs integrated with FEA solve hyperelastic constitutive models to estimate lumbar spine properties from MRI/CT.
W00087,PINN-DADif: Physics-informed deep adaptive diffusion network for robust and efficient MRI reconstruction,,2025,journal,Digital Signal Processing A Review Journal,160.0,,10.1016/j.dsp.2025.105085,,,,Scopus,"Magnetic Resonance Imaging (MRI) is essential for high-resolution soft-tissue imaging but suffers from long acquisition times, limiting its clinical efficiency. Accelerating MRI through undersampling k-space data leads to ill-posed inverse problems, introducing noise and artifacts that degrade image quality. Conventional deep learning models, including conditional and unconditional approaches, often face challenges in generalization, particularly with variations in imaging operators or domain shifts. In this study, we propose PINN-DADif, a Physics-Informed Neural Network integrated with deep adaptive diffusion priors, to address these challenges in MRI reconstruction. PINN-DADif employs a two-phase inference strategy: an initial rapid-diffusion phase for fast preliminary reconstructions, followed by an adaptive phase where the diffusion prior is refined to ensure consistency with MRI physics and data fidelity. The inclusion of physics-based regularization through PINNs enhances the model's adherence to k-space constraints and gradient smoothness, leading to more accurate reconstructions. This adaptive approach reduces the number of iterations required compared to traditional diffusion models, improving both speed and image quality. We validated PINN-DADif on a private MRI dataset and the public fastMRI dataset, where it outperformed state-of-the-art methods. The model achieved PSNR values of 41.2, 39.5, and 41.5, and SSIM values of 98.7, 98.0, and 98.5 for T1, T2, and Proton Density-weighted images at R = 4x on the private dataset. Similar high performance was observed on the fastMRI dataset, even in scenarios involving domain shifts. PINN-DADif marks a significant advancement in MRI reconstruction by providing an efficient, adaptive, and physics-informed solution.",reconstruction,reconstruction,Bloch,physics_CNN_UNet,mix,PINN-DADif uses physics-informed adaptive diffusion priors with k-space consistency for accelerated MRI reconstruction across contrasts.
W00109,MRI-MECH: mechanics-informed MRI to estimate esophageal health,,2023,journal,Frontiers in Physiology,14.0,,10.3389/fphys.2023.1195067,,,,Scopus,"Dynamic magnetic resonance imaging (MRI) is a popular medical imaging technique that generates image sequences of the flow of a contrast material inside tissues and organs. However, its application to imaging bolus movement through the esophagus has only been demonstrated in few feasibility studies and is relatively unexplored. In this work, we present a computational framework called mechanics-informed MRI (MRI-MECH) that enhances that capability, thereby increasing the applicability of dynamic MRI for diagnosing esophageal disorders. Pineapple juice was used as the swallowed contrast material for the dynamic MRI, and the MRI image sequence was used as input to the MRI-MECH. The MRI-MECH modeled the esophagus as a flexible one-dimensional tube, and the elastic tube walls followed a linear tube law. Flow through the esophagus was governed by one-dimensional mass and momentum conservation equations. These equations were solved using a physics-informed neural network. The physics-informed neural network minimized the difference between the measurements from the MRI and model predictions and ensured that the physics of the fluid flow problem was always followed. MRI-MECH calculated the fluid velocity and pressure during esophageal transit and estimated the mechanical health of the esophagus by calculating wall stiffness and active relaxation. Additionally, MRI-MECH predicted missing information about the lower esophageal sphincter during the emptying process, demonstrating its applicability to scenarios with missing data or poor image resolution. In addition to potentially improving clinical decisions based on quantitative estimates of the mechanical health of the esophagus, MRI-MECH can also be adapted for application to other medical imaging modalities to enhance their functionality. Keywords: MRI; active relaxation; computational fluid dynamics; deep learning; esophageal wall properties; esophagus; lower esophageal sphincter; physics-informed neural network.",other_MRI,flow_estimation,Navier_Stokes,PINN_MLP,in_vivo_volunteers,MRI-MECH solves 1D Navier-Stokes-like flow equations in elastic tube model fitted to dynamic MRI of esophageal bolus transport.
W00110,Physics Informed Neural Networks (PINN) for Low Snr Magnetic Resonance Electrical Properties Tomography (MREPT),,2022,journal,Diagnostics,12.0,11.0,10.3390/diagnostics12112627,,,,Scopus,"Electrical properties (EPs) of tissues facilitate early detection of cancerous tissues. Magnetic resonance electrical properties tomography (MREPT) is a technique to non-invasively probe the EPs of tissues from MRI measurements. Most MREPT methods rely on numerical differentiation (ND) to solve partial differential Equations (PDEs) to reconstruct the EPs. However, they are not practical for clinical data because ND is noise sensitive and the MRI measurements for MREPT are noisy in nature. Recently, Physics informed neural networks (PINNs) have been introduced to solve PDEs by substituting ND with automatic differentiation (AD). To the best of our knowledge, it has not been applied to MREPT due to the challenges in using PINN on MREPT as (i) a PINN requires part of ground-truth EPs as collocation points to optimize the network’s AD, (ii) the noisy input data disrupts the optimization of PINNs despite the noise-filtering nature of NNs and additional denoising processes. In this work, we propose a PINN-MREPT model based on a canonical analytic MREPT model. A reference padding layer with known EPs was added to surround the region of interest for providing additive collocation points. Moreover, an optimizable diffusion coefficient was embedded in the analytic MREPT model used in the PINN-MREPT. The noise robustness of the proposed PINN-MREPT for single-sample reconstruction was tested by using numerical phantoms of human brain with extra tumor-like tissues at different noise levels. The results of numerical experiments show that PINN-MREPT outperforms two typical numerical MREPT methods in terms of reconstruction accuracy, sensitivity to the extra tissues, and the correlations of line profiles in the regions of interest. The advantage of the PINN-MREPT is shown by the results of an experiment on phantom measurement, too. Moreover, it is found that the diffusion term plays an important role to achieve a noise-robust PINN-MREPT. This is an important step moving forward to a clinical application of MREPT. ",MREPT,EPT,Maxwell_MREPT,PINN_MLP,mix,PINN-MREPT with optimizable diffusion coefficient for electrical property tomography.
